"","x"
"10550",2152
"10551",2152
"10552",2151
"10553",2151
"10554",2151
"10555",2151
"10556",2151
"10557",2151
"10558",2151
"10559",2151
"10560",2150
"10561",2150
"10562",2150
"10563",2150
"10564",2149
"10565",2149
"10566",2148
"10567",2148
"10568",2148
"10569",2148
"10570",2148
"10571",2148
"10572",2148
"10573",2148
"10574",2148
"10575",2147
"10576",2147
"10577",2147
"10578",2147
"10579",2147
"10580",2147
"10581",2147
"10582",2147
"10583",2147
"10584",2146
"10585",2146
"10586",2146
"10587",2146
"10588",2145
"10589",2145
"10590",2145
"10591",2145
"10592",2145
"10593",2145
"10594",2145
"10595",2145
"10596",2145
"10597",2144
"10598",2144
"10599",2144
"10600",2143
"10601",2143
"10602",2143
"10603",2143
"10604",2143
"10605",2142
"10606",2142
"10607",2142
"10608",2142
"10609",2141
"10610",2141
"10611",2141
"10612",2140
"10613",2139
"10614",2139
"10615",2139
"10616",2139
"10617",2139
"10618",2138
"10619",2138
"10620",2138
"10621",2137
"10622",2137
"10623",2137
"10624",2137
"10625",2137
"10626",2136
"10627",2136
"10628",2136
"10629",2136
"10630",2136
"10631",2136
"10632",2136
"10633",2136
"10634",2136
"10635",2136
"10636",2136
"10637",2135
"10638",2135
"10639",2135
"10640",2135
"10641",2135
"10642",2134
"10643",2134
"10644",2134
"10645",2134
"10646",2134
"10647",2133
"10648",2133
"10649",2133
"10650",2133
"10651",2133
"10652",2133
"10653",2133
"10654",2133
"10655",2133
"10656",2132
"10657",2132
"10658",2132
"10659",2132
"10660",2132
"10661",2131
"10662",2131
"10663",2131
"10664",2131
"10665",2131
"10666",2130
"10667",2130
"10668",2130
"10669",2130
"10670",2130
"10671",2129
"10672",2129
"10673",2129
"10674",2129
"10675",2129
"10676",2129
"10677",2129
"10678",2129
"10679",2128
"10680",2128
"10681",2128
"10682",2128
"10683",2128
"10684",2128
"10685",2127
"10686",2127
"10687",2127
"10688",2127
"10689",2127
"10690",2127
"10691",2127
"10692",2127
"10693",2126
"10694",2126
"10695",2126
"10696",2125
"10697",2125
"10698",2125
"10699",2125
"10700",2125
"10701",2124
"10702",2124
"10703",2124
"10704",2124
"10705",2124
"10706",2124
"10707",2124
"10708",2123
"10709",2123
"10710",2123
"10711",2123
"10712",2123
"10713",2123
"10714",2123
"10715",2123
"10716",2123
"10717",2122
"10718",2122
"10719",2122
"10720",2122
"10721",2122
"10722",2122
"10723",2121
"10724",2121
"10725",2121
"10726",2121
"10727",2120
"10728",2120
"10729",2120
"10730",2120
"10731",2120
"10732",2120
"10733",2120
"10734",2120
"10735",2120
"10736",2119
"10737",2119
"10738",2119
"10739",2119
"10740",2119
"10741",2119
"10742",2118
"10743",2118
"10744",2118
"10745",2118
"10746",2118
"10747",2118
"10748",2118
"10749",2117
"10750",2117
"10751",2117
"10752",2117
"10753",2116
"10754",2116
"10755",2116
"10756",2116
"10757",2116
"10758",2116
"10759",2116
"10760",2116
"10761",2116
"10762",2115
"10763",2115
"10764",2115
"10765",2115
"10766",2115
"10767",2115
"10768",2115
"10769",2115
"10770",2114
"10771",2114
"10772",2114
"10773",2114
"10774",2114
"10775",2113
"10776",2113
"10777",2113
"10778",2113
"10779",2113
"10780",2113
"10781",2113
"10782",2113
"10783",2113
"10784",2113
"10785",2112
"10786",2112
"10787",2112
"10788",2112
"10789",2112
"10790",2111
"10791",2111
"10792",2111
"10793",2111
"10794",2110
"10795",2110
"10796",2110
"10797",2109
"10798",2109
"10799",2109
"10800",2109
"10801",2109
"10802",2109
"10803",2109
"10804",2109
"10805",2108
"10806",2108
"10807",2108
"10808",2108
"10809",2108
"10810",2108
"10811",2108
"10812",2107
"10813",2107
"10814",2107
"10815",2107
"10816",2107
"10817",2107
"10818",2106
"10819",2106
"10820",2106
"10821",2106
"10822",2106
"10823",2106
"10824",2106
"10825",2105
"10826",2105
"10827",2105
"10828",2105
"10829",2105
"10830",2104
"10831",2104
"10832",2104
"10833",2104
"10834",2104
"10835",2104
"10836",2103
"10837",2103
"10838",2103
"10839",2103
"10840",2103
"10841",2102
"10842",2102
"10843",2102
"10844",2102
"10845",2102
"10846",2102
"10847",2101
"10848",2101
"10849",2101
"10850",2101
"10851",2101
"10852",2101
"10853",2100
"10854",2100
"10855",2100
"10856",2100
"10857",2100
"10858",2100
"10859",2100
"10860",2100
"10861",2100
"10862",2100
"10863",2099
"10864",2099
"10865",2098
"10866",2098
"10867",2098
"10868",2098
"10869",2098
"10870",2098
"10871",2097
"10872",2097
"10873",2097
"10874",2097
"10875",2097
"10876",2097
"10877",2097
"10878",2097
"10879",2096
"10880",2096
"10881",2096
"10882",2096
"10883",2096
"10884",2095
"10885",2095
"10886",2095
"10887",2095
"10888",2095
"10889",2094
"10890",2094
"10891",2094
"10892",2094
"10893",2094
"10894",2094
"10895",2094
"10896",2093
"10897",2093
"10898",2093
"10899",2092
"10900",2092
"10901",2092
"10902",2091
"10903",2091
"10904",2091
"10905",2091
"10906",2091
"10907",2091
"10908",2091
"10909",2091
"10910",2091
"10911",2090
"10912",2090
"10913",2090
"10914",2090
"10915",2090
"10916",2090
"10917",2090
"10918",2090
"10919",2090
"10920",2090
"10921",2089
"10922",2089
"10923",2089
"10924",2089
"10925",2089
"10926",2089
"10927",2088
"10928",2088
"10929",2088
"10930",2088
"10931",2088
"10932",2088
"10933",2087
"10934",2087
"10935",2087
"10936",2087
"10937",2087
"10938",2087
"10939",2087
"10940",2087
"10941",2087
"10942",2087
"10943",2087
"10944",2086
"10945",2086
"10946",2086
"10947",2086
"10948",2086
"10949",2085
"10950",2085
"10951",2085
"10952",2085
"10953",2085
"10954",2084
"10955",2084
"10956",2084
"10957",2084
"10958",2084
"10959",2083
"10960",2083
"10961",2083
"10962",2082
"10963",2082
"10964",2082
"10965",2082
"10966",2082
"10967",2082
"10968",2082
"10969",2082
"10970",2082
"10971",2082
"10972",2082
"10973",2082
"10974",2081
"10975",2081
"10976",2081
"10977",2081
"10978",2080
"10979",2080
"10980",2080
"10981",2080
"10982",2080
"10983",2079
"10984",2079
"10985",2079
"10986",2079
"10987",2078
"10988",2078
"10989",2078
"10990",2077
"10991",2077
"10992",2077
"10993",2077
"10994",2077
"10995",2077
"10996",2076
"10997",2076
"10998",2076
"10999",2076
"11000",2076
"11001",2076
"11002",2075
"11003",2075
"11004",2075
"11005",2075
"11006",2075
"11007",2074
"11008",2074
"11009",2074
"11010",2074
"11011",2073
"11012",2073
"11013",2073
"11014",2073
"11015",2073
"11016",2073
"11017",2073
"11018",2072
"11019",2072
"11020",2072
"11021",2072
"11022",2072
"11023",2072
"11024",2072
"11025",2071
"11026",2071
"11027",2071
"11028",2071
"11029",2071
"11030",2070
"11031",2070
"11032",2070
"11033",2069
"11034",2069
"11035",2069
"11036",2069
"11037",2069
"11038",2069
"11039",2069
"11040",2069
"11041",2068
"11042",2068
"11043",2068
"11044",2068
"11045",2068
"11046",2067
"11047",2067
"11048",2067
"11049",2067
"11050",2067
"11051",2067
"11052",2067
"11053",2066
"11054",2066
"11055",2066
"11056",2066
"11057",2066
"11058",2066
"11059",2066
"11060",2065
"11061",2065
"11062",2065
"11063",2065
"11064",2065
"11065",2065
"11066",2065
"11067",2065
"11068",2065
"11069",2065
"11070",2065
"11071",2064
"11072",2064
"11073",2064
"11074",2064
"11075",2064
"11076",2064
"11077",2064
"11078",2063
"11079",2063
"11080",2063
"11081",2063
"11082",2063
"11083",2063
"11084",2063
"11085",2063
"11086",2062
"11087",2062
"11088",2062
"11089",2062
"11090",2062
"11091",2062
"11092",2062
"11093",2061
"11094",2061
"11095",2061
"11096",2061
"11097",2061
"11098",2061
"11099",2061
"11100",2060
"11101",2060
"11102",2060
"11103",2060
"11104",2060
"11105",2059
"11106",2059
"11107",2059
"11108",2059
"11109",2059
"11110",2059
"11111",2058
"11112",2058
"11113",2058
"11114",2058
"11115",2058
"11116",2058
"11117",2058
"11118",2058
"11119",2058
"11120",2057
"11121",2057
"11122",2056
"11123",2056
"11124",2056
"11125",2056
"11126",2055
"11127",2055
"11128",2055
"11129",2055
"11130",2055
"11131",2055
"11132",2055
"11133",2054
"11134",2054
"11135",2054
"11136",2054
"11137",2054
"11138",2054
"11139",2054
"11140",2054
"11141",2054
"11142",2054
"11143",2054
"11144",2054
"11145",2054
"11146",2053
"11147",2053
"11148",2053
"11149",2052
"11150",2052
"11151",2052
"11152",2052
"11153",2052
"11154",2052
"11155",2052
"11156",2052
"11157",2051
"11158",2051
"11159",2051
"11160",2051
"11161",2051
"11162",2050
"11163",2050
"11164",2050
"11165",2050
"11166",2050
"11167",2050
"11168",2050
"11169",2050
"11170",2050
"11171",2049
"11172",2049
"11173",2049
"11174",2048
"11175",2048
"11176",2048
"11177",2048
"11178",2048
"11179",2048
"11180",2048
"11181",2048
"11182",2048
"11183",2047
"11184",2047
"11185",2047
"11186",2047
"11187",2047
"11188",2047
"11189",2047
"11190",2047
"11191",2047
"11192",2046
"11193",2046
"11194",2046
"11195",2046
"11196",2045
"11197",2045
"11198",2045
"11199",2045
"11200",2045
"11201",2045
"11202",2044
"11203",2044
"11204",2044
"11205",2044
"11206",2044
"11207",2043
"11208",2043
"11209",2043
"11210",2043
"11211",2043
"11212",2043
"11213",2043
"11214",2043
"11215",2042
"11216",2042
"11217",2041
"11218",2041
"11219",2041
"11220",2041
"11221",2041
"11222",2041
"11223",2041
"11224",2041
"11225",2041
"11226",2041
"11227",2041
"11228",2041
"11229",2041
"11230",2040
"11231",2040
"11232",2040
"11233",2040
"11234",2040
"11235",2040
"11236",2040
"11237",2040
"11238",2040
"11239",2040
"11240",2039
"11241",2039
"11242",2039
"11243",2039
"11244",2039
"11245",2038
"11246",2038
"11247",2038
"11248",2038
"11249",2038
"11250",2037
"11251",2037
"11252",2037
"11253",2037
"11254",2037
"11255",2037
"11256",2036
"11257",2036
"11258",2036
"11259",2036
"11260",2036
"11261",2036
"11262",2036
"11263",2035
"11264",2035
"11265",2035
"11266",2035
"11267",2035
"11268",2035
"11269",2034
"11270",2034
"11271",2034
"11272",2034
"11273",2033
"11274",2033
"11275",2033
"11276",2033
"11277",2033
"11278",2033
"11279",2033
"11280",2032
"11281",2032
"11282",2032
"11283",2032
"11284",2032
"11285",2032
"11286",2032
"11287",2032
"11288",2031
"11289",2031
"11290",2030
"11291",2030
"11292",2030
"11293",2030
"11294",2030
"11295",2030
"11296",2030
"11297",2029
"11298",2029
"11299",2029
"11300",2028
"11301",2028
"11302",2028
"11303",2028
"11304",2028
"11305",2028
"11306",2028
"11307",2027
"11308",2027
"11309",2027
"11310",2027
"11311",2027
"11312",2026
"11313",2026
"11314",2026
"11315",2026
"11316",2026
"11317",2026
"11318",2026
"11319",2025
"11320",2025
"11321",2025
"11322",2025
"11323",2025
"11324",2025
"11325",2025
"11326",2025
"11327",2024
"11328",2024
"11329",2024
"11330",2024
"11331",2024
"11332",2024
"11333",2024
"11334",2024
"11335",2024
"11336",2023
"11337",2023
"11338",2023
"11339",2023
"11340",2022
"11341",2022
"11342",2022
"11343",2022
"11344",2022
"11345",2022
"11346",2022
"11347",2021
"11348",2021
"11349",2021
"11350",2020
"11351",2020
"11352",2020
"11353",2020
"11354",2020
"11355",2020
"11356",2020
"11357",2019
"11358",2019
"11359",2019
"11360",2019
"11361",2018
"11362",2018
"11363",2018
"11364",2018
"11365",2018
"11366",2018
"11367",2018
"11368",2018
"11369",2017
"11370",2017
"11371",2017
"11372",2017
"11373",2017
"11374",2017
"11375",2016
"11376",2016
"11377",2016
"11378",2016
"11379",2016
"11380",2015
"11381",2015
"11382",2015
"11383",2015
"11384",2015
"11385",2015
"11386",2014
"11387",2014
"11388",2014
"11389",2013
"11390",2013
"11391",2013
"11392",2013
"11393",2013
"11394",2013
"11395",2013
"11396",2012
"11397",2012
"11398",2012
"11399",2012
"11400",2012
"11401",2011
"11402",2011
"11403",2011
"11404",2011
"11405",2011
"11406",2010
"11407",2010
"11408",2010
"11409",2010
"11410",2010
"11411",2010
"11412",2010
"11413",2010
"11414",2009
"11415",2009
"11416",2008
"11417",2008
"11418",2008
"11419",2008
"11420",2008
"11421",2008
"11422",2008
"11423",2008
"11424",2007
"11425",2007
"11426",2007
"11427",2007
"11428",2007
"11429",2007
"11430",2007
"11431",2006
"11432",2006
"11433",2006
"11434",2006
"11435",2006
"11436",2006
"11437",2006
"11438",2005
"11439",2005
"11440",2005
"11441",2005
"11442",2005
"11443",2005
"11444",2005
"11445",2005
"11446",2005
"11447",2004
"11448",2004
"11449",2004
"11450",2004
"11451",2004
"11452",2004
"11453",2004
"11454",2003
"11455",2003
"11456",2003
"11457",2003
"11458",2003
"11459",2002
"11460",2002
"11461",2002
"11462",2002
"11463",2002
"11464",2002
"11465",2002
"11466",2002
"11467",2001
"11468",2001
"11469",2001
"11470",2001
"11471",2001
"11472",2001
"11473",2001
"11474",2000
"11475",2000
"11476",2000
"11477",2000
"11478",2000
"11479",2000
"11480",2000
"11481",2000
"11482",2000
"11483",1999
"11484",1999
"11485",1998
"11486",1997
"11487",1997
"11488",1997
"11489",1997
"11490",1997
"11491",1997
"11492",1997
"11493",1996
"11494",1996
"11495",1996
"11496",1996
"11497",1996
"11498",1996
"11499",1996
"11500",1995
"11501",1995
"11502",1995
"11503",1995
"11504",1995
"11505",1994
"11506",1994
"11507",1994
"11508",1993
"11509",1993
"11510",1993
"11511",1993
"11512",1993
"11513",1993
"11514",1993
"11515",1992
"11516",1992
"11517",1992
"11518",1992
"11519",1992
"11520",1991
"11521",1991
"11522",1991
"11523",1991
"11524",1991
"11525",1990
"11526",1990
"11527",1990
"11528",1990
"11529",1990
"11530",1990
"11531",1990
"11532",1989
"11533",1989
"11534",1989
"11535",1989
"11536",1989
"11537",1988
"11538",1988
"11539",1988
"11540",1988
"11541",1987
"11542",1987
"11543",1987
"11544",1987
"11545",1987
"11546",1987
"11547",1987
"11548",1987
"11549",1987
"11550",1986
"11551",1986
"11552",1986
"11553",1986
"11554",1986
"11555",1985
"11556",1985
"11557",1984
"11558",1984
"11559",1984
"11560",1984
"11561",1984
"11562",1983
"11563",1983
"11564",1983
"11565",1983
"11566",1983
"11567",1982
"11568",1982
"11569",1982
"11570",1982
"11571",1982
"11572",1981
"11573",1981
"11574",1981
"11575",1981
"11576",1980
"11577",1980
"11578",1980
"11579",1980
"11580",1980
"11581",1980
"11582",1979
"11583",1979
"11584",1979
"11585",1979
"11586",1979
"11587",1979
"11588",1979
"11589",1978
"11590",1978
"11591",1978
"11592",1978
"11593",1978
"11594",1978
"11595",1977
"11596",1977
"11597",1977
"11598",1977
"11599",1977
"11600",1976
"11601",1976
"11602",1976
"11603",1976
"11604",1976
"11605",1976
"11606",1976
"11607",1976
"11608",1976
"11609",1976
"11610",1975
"11611",1975
"11612",1975
"11613",1975
"11614",1975
"11615",1974
"11616",1974
"11617",1974
"11618",1974
"11619",1974
"11620",1974
"11621",1974
"11622",1973
"11623",1973
"11624",1973
"11625",1973
"11626",1973
"11627",1973
"11628",1972
"11629",1972
"11630",1971
"11631",1971
"11632",1971
"11633",1971
"11634",1971
"11635",1971
"11636",1971
"11637",1970
"11638",1970
"11639",1970
"11640",1970
"11641",1969
"11642",1969
"11643",1969
"11644",1969
"11645",1968
"11646",1968
"11647",1968
"11648",1968
"11649",1968
"11650",1968
"11651",1968
"11652",1968
"11653",1967
"11654",1967
"11655",1967
"11656",1967
"11657",1966
"11658",1966
"11659",1965
"11660",1965
"11661",1965
"11662",1964
"11663",1964
"11664",1964
"11665",1964
"11666",1964
"11667",1964
"11668",1964
"11669",1964
"11670",1963
"11671",1963
"11672",1963
"11673",1963
"11674",1963
"11675",1963
"11676",1962
"11677",1962
"11678",1962
"11679",1962
"11680",1962
"11681",1962
"11682",1961
"11683",1961
"11684",1961
"11685",1961
"11686",1960
"11687",1960
"11688",1960
"11689",1960
"11690",1960
"11691",1960
"11692",1959
"11693",1959
"11694",1959
"11695",1959
"11696",1958
"11697",1958
"11698",1958
"11699",1958
"11700",1957
"11701",1957
"11702",1957
"11703",1957
"11704",1957
"11705",1957
"11706",1957
"11707",1957
"11708",1957
"11709",1956
"11710",1956
"11711",1956
"11712",1956
"11713",1956
"11714",1956
"11715",1955
"11716",1955
"11717",1955
"11718",1954
"11719",1954
"11720",1954
"11721",1954
"11722",1954
"11723",1954
"11724",1954
"11725",1953
"11726",1953
"11727",1953
"11728",1953
"11729",1953
"11730",1953
"11731",1953
"11732",1953
"11733",1952
"11734",1952
"11735",1952
"11736",1952
"11737",1952
"11738",1952
"11739",1952
"11740",1952
"11741",1952
"11742",1951
"11743",1951
"11744",1951
"11745",1951
"11746",1951
"11747",1950
"11748",1950
"11749",1950
"11750",1950
"11751",1950
"11752",1949
"11753",1949
"11754",1949
"11755",1949
"11756",1949
"11757",1949
"11758",1949
"11759",1949
"11760",1948
"11761",1948
"11762",1948
"11763",1948
"11764",1948
"11765",1948
"11766",1948
"11767",1948
"11768",1948
"11769",1948
"11770",1947
"11771",1947
"11772",1947
"11773",1947
"11774",1947
"11775",1947
"11776",1947
"11777",1946
"11778",1946
"11779",1946
"11780",1946
"11781",1946
"11782",1945
"11783",1945
"11784",1945
"11785",1945
"11786",1945
"11787",1945
"11788",1945
"11789",1945
"11790",1944
"11791",1944
"11792",1944
"11793",1944
"11794",1944
"11795",1944
"11796",1943
"11797",1943
"11798",1943
"11799",1943
"11800",1943
"11801",1942
"11802",1942
"11803",1942
"11804",1941
"11805",1941
"11806",1941
"11807",1940
"11808",1940
"11809",1939
"11810",1939
"11811",1939
"11812",1939
"11813",1938
"11814",1938
"11815",1938
"11816",1938
"11817",1938
"11818",1938
"11819",1937
"11820",1937
"11821",1937
"11822",1937
"11823",1936
"11824",1936
"11825",1936
"11826",1936
"11827",1936
"11828",1936
"11829",1935
"11830",1935
"11831",1935
"11832",1935
"11833",1935
"11834",1935
"11835",1935
"11836",1935
"11837",1934
"11838",1934
"11839",1934
"11840",1934
"11841",1933
"11842",1933
"11843",1933
"11844",1933
"11845",1933
"11846",1933
"11847",1932
"11848",1932
"11849",1932
"11850",1932
"11851",1932
"11852",1932
"11853",1932
"11854",1932
"11855",1932
"11856",1932
"11857",1931
"11858",1931
"11859",1931
"11860",1931
"11861",1931
"11862",1931
"11863",1931
"11864",1931
"11865",1930
"11866",1930
"11867",1930
"11868",1930
"11869",1930
"11870",1930
"11871",1930
"11872",1930
"11873",1930
"11874",1929
"11875",1929
"11876",1929
"11877",1929
"11878",1928
"11879",1928
"11880",1928
"11881",1928
"11882",1928
"11883",1928
"11884",1928
"11885",1927
"11886",1927
"11887",1927
"11888",1927
"11889",1927
"11890",1926
"11891",1926
"11892",1926
"11893",1926
"11894",1926
"11895",1926
"11896",1925
"11897",1925
"11898",1925
"11899",1925
"11900",1925
"11901",1925
"11902",1925
"11903",1925
"11904",1925
"11905",1925
"11906",1924
"11907",1924
"11908",1924
"11909",1924
"11910",1923
"11911",1923
"11912",1923
"11913",1923
"11914",1923
"11915",1923
"11916",1922
"11917",1922
"11918",1921
"11919",1921
"11920",1921
"11921",1921
"11922",1921
"11923",1921
"11924",1921
"11925",1921
"11926",1920
"11927",1920
"11928",1920
"11929",1920
"11930",1920
"11931",1920
"11932",1920
"11933",1920
"11934",1920
"11935",1920
"11936",1919
"11937",1919
"11938",1919
"11939",1919
"11940",1919
"11941",1919
"11942",1919
"11943",1919
"11944",1919
"11945",1919
"11946",1919
"11947",1918
"11948",1918
"11949",1918
"11950",1918
"11951",1918
"11952",1918
"11953",1918
"11954",1918
"11955",1918
"11956",1917
"11957",1917
"11958",1917
"11959",1917
"11960",1917
"11961",1917
"11962",1916
"11963",1916
"11964",1916
"11965",1915
"11966",1915
"11967",1915
"11968",1915
"11969",1915
"11970",1915
"11971",1914
"11972",1914
"11973",1914
"11974",1914
"11975",1914
"11976",1914
"11977",1913
"11978",1913
"11979",1912
"11980",1912
"11981",1912
"11982",1912
"11983",1912
"11984",1911
"11985",1911
"11986",1911
"11987",1911
"11988",1911
"11989",1911
"11990",1911
"11991",1910
"11992",1910
"11993",1910
"11994",1910
"11995",1910
"11996",1909
"11997",1909
"11998",1909
"11999",1909
"12000",1908
"12001",1908
"12002",1908
"12003",1908
"12004",1908
"12005",1908
"12006",1907
"12007",1907
"12008",1907
"12009",1906
"12010",1905
"12011",1905
"12012",1905
"12013",1905
"12014",1905
"12015",1905
"12016",1905
"12017",1904
"12018",1904
"12019",1903
"12020",1903
"12021",1903
"12022",1903
"12023",1903
"12024",1902
"12025",1902
"12026",1902
"12027",1902
"12028",1901
"12029",1901
"12030",1901
"12031",1901
"12032",1901
"12033",1901
"12034",1901
"12035",1901
"12036",1901
"12037",1900
"12038",1900
"12039",1900
"12040",1900
"12041",1900
"12042",1900
"12043",1900
"12044",1900
"12045",1900
"12046",1900
"12047",1900
"12048",1900
"12049",1900
"12050",1900
"12051",1900
"12052",1899
"12053",1899
"12054",1899
"12055",1899
"12056",1899
"12057",1899
"12058",1899
"12059",1898
"12060",1898
"12061",1898
"12062",1898
"12063",1898
"12064",1897
"12065",1897
"12066",1897
"12067",1897
"12068",1897
"12069",1897
"12070",1896
"12071",1896
"12072",1896
"12073",1896
"12074",1896
"12075",1896
"12076",1895
"12077",1895
"12078",1895
"12079",1895
"12080",1894
"12081",1894
"12082",1894
"12083",1893
"12084",1893
"12085",1893
"12086",1893
"12087",1892
"12088",1892
"12089",1892
"12090",1892
"12091",1892
"12092",1892
"12093",1892
"12094",1892
"12095",1891
"12096",1891
"12097",1891
"12098",1891
"12099",1891
"12100",1890
"12101",1890
"12102",1890
"12103",1890
"12104",1889
"12105",1889
"12106",1889
"12107",1888
"12108",1888
"12109",1888
"12110",1888
"12111",1888
"12112",1888
"12113",1888
"12114",1888
"12115",1887
"12116",1887
"12117",1887
"12118",1887
"12119",1887
"12120",1887
"12121",1887
"12122",1887
"12123",1887
"12124",1886
"12125",1886
"12126",1886
"12127",1886
"12128",1886
"12129",1886
"12130",1885
"12131",1885
"12132",1885
"12133",1885
"12134",1885
"12135",1885
"12136",1885
"12137",1885
"12138",1885
"12139",1885
"12140",1884
"12141",1884
"12142",1883
"12143",1883
"12144",1883
"12145",1883
"12146",1882
"12147",1882
"12148",1882
"12149",1881
"12150",1881
"12151",1881
"12152",1881
"12153",1881
"12154",1881
"12155",1881
"12156",1881
"12157",1881
"12158",1880
"12159",1880
"12160",1880
"12161",1880
"12162",1879
"12163",1879
"12164",1879
"12165",1879
"12166",1879
"12167",1879
"12168",1879
"12169",1879
"12170",1879
"12171",1879
"12172",1879
"12173",1879
"12174",1879
"12175",1879
"12176",1878
"12177",1878
"12178",1878
"12179",1878
"12180",1878
"12181",1878
"12182",1878
"12183",1878
"12184",1878
"12185",1877
"12186",1877
"12187",1877
"12188",1877
"12189",1876
"12190",1876
"12191",1876
"12192",1875
"12193",1875
"12194",1875
"12195",1874
"12196",1873
"12197",1873
"12198",1873
"12199",1873
"12200",1873
"12201",1872
"12202",1872
"12203",1872
"12204",1872
"12205",1871
"12206",1871
"12207",1871
"12208",1871
"12209",1870
"12210",1870
"12211",1870
"12212",1870
"12213",1870
"12214",1869
"12215",1869
"12216",1869
"12217",1869
"12218",1869
"12219",1869
"12220",1869
"12221",1869
"12222",1868
"12223",1868
"12224",1867
"12225",1867
"12226",1867
"12227",1867
"12228",1867
"12229",1867
"12230",1867
"12231",1866
"12232",1866
"12233",1866
"12234",1866
"12235",1866
"12236",1866
"12237",1866
"12238",1866
"12239",1866
"12240",1866
"12241",1866
"12242",1866
"12243",1866
"12244",1865
"12245",1865
"12246",1865
"12247",1865
"12248",1865
"12249",1865
"12250",1865
"12251",1865
"12252",1865
"12253",1864
"12254",1864
"12255",1864
"12256",1864
"12257",1863
"12258",1863
"12259",1863
"12260",1863
"12261",1863
"12262",1862
"12263",1862
"12264",1862
"12265",1861
"12266",1861
"12267",1861
"12268",1861
"12269",1861
"12270",1861
"12271",1860
"12272",1860
"12273",1860
"12274",1860
"12275",1860
"12276",1860
"12277",1859
"12278",1859
"12279",1859
"12280",1859
"12281",1858
"12282",1858
"12283",1858
"12284",1858
"12285",1857
"12286",1857
"12287",1857
"12288",1857
"12289",1857
"12290",1857
"12291",1857
"12292",1856
"12293",1856
"12294",1856
"12295",1856
"12296",1855
"12297",1855
"12298",1855
"12299",1855
"12300",1854
"12301",1854
"12302",1854
"12303",1854
"12304",1854
"12305",1854
"12306",1854
"12307",1854
"12308",1853
"12309",1853
"12310",1853
"12311",1853
"12312",1853
"12313",1853
"12314",1853
"12315",1853
"12316",1852
"12317",1852
"12318",1852
"12319",1852
"12320",1852
"12321",1852
"12322",1852
"12323",1852
"12324",1852
"12325",1851
"12326",1851
"12327",1851
"12328",1851
"12329",1851
"12330",1851
"12331",1850
"12332",1850
"12333",1850
"12334",1850
"12335",1850
"12336",1849
"12337",1849
"12338",1849
"12339",1848
"12340",1848
"12341",1848
"12342",1848
"12343",1848
"12344",1848
"12345",1847
"12346",1847
"12347",1847
"12348",1847
"12349",1847
"12350",1847
"12351",1847
"12352",1847
"12353",1846
"12354",1846
"12355",1846
"12356",1846
"12357",1846
"12358",1845
"12359",1845
"12360",1845
"12361",1845
"12362",1845
"12363",1844
"12364",1844
"12365",1844
"12366",1844
"12367",1843
"12368",1843
"12369",1843
"12370",1843
"12371",1843
"12372",1843
"12373",1842
"12374",1842
"12375",1842
"12376",1841
"12377",1840
"12378",1840
"12379",1840
"12380",1840
"12381",1840
"12382",1839
"12383",1839
"12384",1839
"12385",1839
"12386",1839
"12387",1839
"12388",1839
"12389",1839
"12390",1839
"12391",1839
"12392",1839
"12393",1838
"12394",1838
"12395",1838
"12396",1838
"12397",1838
"12398",1838
"12399",1838
"12400",1837
"12401",1837
"12402",1837
"12403",1837
"12404",1837
"12405",1837
"12406",1837
"12407",1836
"12408",1836
"12409",1836
"12410",1835
"12411",1835
"12412",1835
"12413",1835
"12414",1835
"12415",1835
"12416",1835
"12417",1834
"12418",1833
"12419",1833
"12420",1832
"12421",1832
"12422",1832
"12423",1832
"12424",1832
"12425",1832
"12426",1832
"12427",1832
"12428",1832
"12429",1832
"12430",1832
"12431",1832
"12432",1831
"12433",1831
"12434",1831
"12435",1831
"12436",1831
"12437",1830
"12438",1830
"12439",1830
"12440",1830
"12441",1830
"12442",1830
"12443",1829
"12444",1829
"12445",1829
"12446",1829
"12447",1829
"12448",1829
"12449",1828
"12450",1828
"12451",1828
"12452",1828
"12453",1828
"12454",1828
"12455",1828
"12456",1828
"12457",1828
"12458",1828
"12459",1828
"12460",1827
"12461",1827
"12462",1827
"12463",1827
"12464",1827
"12465",1827
"12466",1826
"12467",1826
"12468",1826
"12469",1826
"12470",1826
"12471",1826
"12472",1826
"12473",1825
"12474",1825
"12475",1825
"12476",1825
"12477",1825
"12478",1825
"12479",1825
"12480",1824
"12481",1824
"12482",1824
"12483",1824
"12484",1824
"12485",1823
"12486",1823
"12487",1823
"12488",1823
"12489",1823
"12490",1822
"12491",1822
"12492",1822
"12493",1822
"12494",1822
"12495",1822
"12496",1822
"12497",1822
"12498",1821
"12499",1821
"12500",1821
"12501",1821
"12502",1821
"12503",1821
"12504",1821
"12505",1821
"12506",1821
"12507",1820
"12508",1820
"12509",1820
"12510",1820
"12511",1820
"12512",1820
"12513",1820
"12514",1820
"12515",1820
"12516",1820
"12517",1819
"12518",1819
"12519",1819
"12520",1818
"12521",1818
"12522",1818
"12523",1818
"12524",1818
"12525",1818
"12526",1818
"12527",1818
"12528",1818
"12529",1818
"12530",1817
"12531",1817
"12532",1817
"12533",1817
"12534",1816
"12535",1816
"12536",1816
"12537",1816
"12538",1815
"12539",1815
"12540",1815
"12541",1815
"12542",1815
"12543",1815
"12544",1814
"12545",1814
"12546",1814
"12547",1814
"12548",1814
