Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Transcript length (including UTRs and CDS),Gene % GC content,Gene type
ENSDARG00000060457,12,37275336,37299671,-1,682,34.96,protein_coding
ENSDARG00000060457,12,37275336,37299671,-1,3161,34.96,protein_coding
ENSDARG00000100072,12,20122256,20149558,1,2107,33.75,protein_coding
ENSDARG00000100072,12,20122256,20149558,1,2861,33.75,protein_coding
ENSDARG00000100072,12,20122256,20149558,1,730,33.75,protein_coding
ENSDARG00000100072,12,20122256,20149558,1,4827,33.75,protein_coding
ENSDARG00000115088,18,33408250,33411637,1,2604,39.43,protein_coding
ENSDARG00000014674,2,47471647,47516648,1,5022,37.70,protein_coding
ENSDARG00000014674,2,47471647,47516648,1,4613,37.70,protein_coding
ENSDARG00000014674,2,47471647,47516648,1,6680,37.70,protein_coding
ENSDARG00000033498,5,25366677,25406807,-1,1594,34.17,protein_coding
ENSDARG00000042107,25,17508235,17552299,-1,3323,33.78,protein_coding
ENSDARG00000042107,25,17508235,17552299,-1,4463,33.78,protein_coding
ENSDARG00000092489,18,29958653,29962234,-1,1216,36.29,protein_coding
ENSDARG00000092489,18,29958653,29962234,-1,842,36.29,protein_coding
ENSDARG00000092489,18,29958653,29962234,-1,750,36.29,protein_coding
ENSDARG00000016084,2,39584066,39675829,-1,2346,36.03,protein_coding
ENSDARG00000054837,2,39618951,39621103,1,1449,36.55,protein_coding
ENSDARG00000008275,24,25760986,25788841,-1,2147,35.12,protein_coding
ENSDARG00000008275,24,25760986,25788841,-1,6208,35.12,protein_coding
ENSDARG00000052170,6,35033457,35052388,-1,963,33.93,protein_coding
ENSDARG00000052170,6,35033457,35052388,-1,2247,33.93,protein_coding
ENSDARG00000052170,6,35033457,35052388,-1,5854,33.93,protein_coding
ENSDARG00000052170,6,35033457,35052388,-1,1086,33.93,protein_coding
ENSDARG00000052170,6,35033457,35052388,-1,5696,33.93,protein_coding
ENSDARG00000052170,6,35033457,35052388,-1,5269,33.93,protein_coding
ENSDARG00000101790,21,2269346,2273244,-1,808,34.98,protein_coding
ENSDARG00000071029,23,16928506,16945441,1,909,36.72,protein_coding
ENSDARG00000071029,23,16928506,16945441,1,1058,36.72,protein_coding
ENSDARG00000071029,23,16928506,16945441,1,776,36.72,protein_coding
ENSDARG00000099368,2,57076079,57110477,-1,609,36.07,protein_coding
ENSDARG00000099368,2,57076079,57110477,-1,1694,36.07,protein_coding
ENSDARG00000009874,3,8261132,8272632,-1,1562,39.60,protein_coding
ENSDARG00000009874,3,8261132,8272632,-1,600,39.60,protein_coding
ENSDARG00000045683,4,13615731,13624294,1,3426,36.47,protein_coding
ENSDARG00000045683,4,13615731,13624294,1,1399,36.47,protein_coding
ENSDARG00000071578,22,10066846,10071296,1,1094,31.84,protein_coding
ENSDARG00000071578,22,10066846,10071296,1,1171,31.84,protein_coding
ENSDARG00000071578,22,10066846,10071296,1,1364,31.84,protein_coding
ENSDARG00000102992,19,3762885,3773905,-1,1990,35.11,protein_coding
ENSDARG00000011273,14,5656510,5690363,-1,3740,35.20,protein_coding
ENSDARG00000011273,14,5656510,5690363,-1,1718,35.20,protein_coding
ENSDARG00000011273,14,5656510,5690363,-1,855,35.20,protein_coding
ENSDARG00000090793,6,8079974,8093993,1,3160,37.67,protein_coding
ENSDARG00000100539,19,3729008,3742472,-1,1656,44.58,protein_coding
ENSDARG00000100539,19,3729008,3742472,-1,2043,44.58,protein_coding
ENSDARG00000095048,16,11683548,11709759,1,1176,35.38,protein_coding
ENSDARG00000095048,16,11683548,11709759,1,1838,35.38,protein_coding
ENSDARG00000077855,19,1934433,1948236,-1,1993,33.07,protein_coding
ENSDARG00000077855,19,1934433,1948236,-1,819,33.07,protein_coding
ENSDARG00000077855,19,1934433,1948236,-1,900,33.07,protein_coding
ENSDARG00000077855,19,1934433,1948236,-1,1183,33.07,protein_coding
ENSDARG00000104082,19,45375669,45650994,-1,2168,36.28,protein_coding
ENSDARG00000104082,19,45375669,45650994,-1,4616,36.28,protein_coding
ENSDARG00000062618,3,16449490,16458018,1,2743,41.29,protein_coding
ENSDARG00000062618,3,16449490,16458018,1,1266,41.29,protein_coding
ENSDARG00000097331,6,33070766,33075576,-1,1205,30.93,protein_coding
ENSDARG00000092071,13,9889676,9895628,-1,1086,34.99,protein_coding
ENSDARG00000092071,13,9889676,9895628,-1,1216,34.99,protein_coding
ENSDARG00000034668,19,8816657,8880688,-1,2589,35.60,protein_coding
ENSDARG00000034668,19,8816657,8880688,-1,2786,35.60,protein_coding
ENSDARG00000062817,12,10448226,10462503,1,1419,34.32,protein_coding
ENSDARG00000061004,12,32068294,32073619,-1,816,33.23,protein_coding
ENSDARG00000061004,12,32068294,32073619,-1,1342,33.23,protein_coding
ENSDARG00000060187,1,45744118,45752261,-1,608,34.23,protein_coding
ENSDARG00000060187,1,45744118,45752261,-1,1870,34.23,protein_coding
ENSDARG00000060187,1,45744118,45752261,-1,1110,34.23,protein_coding
ENSDARG00000002026,13,3667230,3843692,1,1044,37.94,protein_coding
ENSDARG00000002026,13,3667230,3843692,1,990,37.94,protein_coding
ENSDARG00000002026,13,3667230,3843692,1,1008,37.94,protein_coding
ENSDARG00000002026,13,3667230,3843692,1,405,37.94,protein_coding
ENSDARG00000002026,13,3667230,3843692,1,537,37.94,protein_coding
ENSDARG00000103396,16,27957808,27998856,1,268,35.93,protein_coding
ENSDARG00000057562,16,14249546,14280600,1,2027,36.57,protein_coding
ENSDARG00000105374,7,6366829,6367347,-1,519,52.99,protein_coding
ENSDARG00000068587,2,26463114,26469093,-1,1737,33.93,protein_coding
ENSDARG00000068587,2,26463114,26469093,-1,1217,33.93,protein_coding
ENSDARG00000068587,2,26463114,26469093,-1,653,33.93,protein_coding
ENSDARG00000057426,23,19220381,19225709,-1,2633,34.94,protein_coding
ENSDARG00000096362,18,33132266,33135417,1,2540,36.10,protein_coding
ENSDARG00000075891,25,35986345,35996141,-1,4574,38.44,protein_coding
ENSDARG00000002406,1,22691256,22703383,1,1534,33.43,protein_coding
ENSDARG00000056346,7,20058857,20158380,-1,579,36.50,protein_coding
ENSDARG00000056346,7,20058857,20158380,-1,3315,36.50,protein_coding
ENSDARG00000023578,6,28294113,28690670,1,6399,35.39,protein_coding
ENSDARG00000023578,6,28294113,28690670,1,1686,35.39,protein_coding
ENSDARG00000105478,7,6430573,6431158,-1,586,47.78,protein_coding
ENSDARG00000094665,13,24851102,24854662,1,406,36.23,protein_coding
ENSDARG00000094665,13,24851102,24854662,1,1192,36.23,protein_coding
ENSDARG00000061551,15,29276508,29317067,1,2786,33.69,protein_coding
ENSDARG00000061551,15,29276508,29317067,1,1544,33.69,protein_coding
ENSDARG00000061551,15,29276508,29317067,1,1626,33.69,protein_coding
ENSDARG00000061551,15,29276508,29317067,1,2510,33.69,protein_coding
ENSDARG00000020777,20,41859277,41963921,1,1301,35.19,protein_coding
ENSDARG00000020777,20,41859277,41963921,1,5780,35.19,protein_coding
ENSDARG00000006019,23,20113378,20126257,-1,2684,37.40,protein_coding
ENSDARG00000078844,16,38920128,38921745,-1,792,35.78,protein_coding
ENSDARG00000062573,5,15992655,16126906,1,3196,34.46,protein_coding
ENSDARG00000062573,5,15992655,16126906,1,2256,34.46,protein_coding
ENSDARG00000038056,1,22685961,22691182,-1,1285,34.62,protein_coding
ENSDARG00000038056,1,22685961,22691182,-1,1334,34.62,protein_coding
ENSDARG00000105409,7,6460425,6460821,-1,397,49.87,protein_coding
ENSDARG00000061445,23,13940958,14059085,-1,3441,36.64,protein_coding
ENSDARG00000061445,23,13940958,14059085,-1,4066,36.64,protein_coding
ENSDARG00000093156,23,21473103,21474476,1,761,33.19,protein_coding
ENSDARG00000086104,2,42382472,42415902,-1,4370,35.47,protein_coding
ENSDARG00000086104,2,42382472,42415902,-1,1312,35.47,protein_coding
ENSDARG00000086104,2,42382472,42415902,-1,1147,35.47,protein_coding
ENSDARG00000105444,7,6468174,6468611,-1,438,55.94,protein_coding
ENSDARG00000075421,14,34558480,34561282,1,824,33.14,protein_coding
ENSDARG00000036675,23,36306539,36310418,1,620,41.31,protein_coding
ENSDARG00000036675,23,36306539,36310418,1,1564,41.31,protein_coding
ENSDARG00000036675,23,36306539,36310418,1,473,41.31,protein_coding
ENSDARG00000043493,10,28311031,28368913,-1,5055,34.34,protein_coding
ENSDARG00000043493,10,28311031,28368913,-1,6443,34.34,protein_coding
ENSDARG00000103032,18,50707179,50709715,1,2537,53.49,protein_coding
ENSDARG00000068641,8,25811892,25817106,-1,863,35.11,protein_coding
ENSDARG00000068641,8,25811892,25817106,-1,951,35.11,protein_coding
ENSDARG00000056729,23,21469203,21471022,-1,1725,39.12,protein_coding
ENSDARG00000115706,19,23488241,23489527,-1,522,44.06,protein_coding
ENSDARG00000104387,10,44811700,44901444,1,3427,38.51,protein_coding
ENSDARG00000104387,10,44811700,44901444,1,6115,38.51,protein_coding
ENSDARG00000104387,10,44811700,44901444,1,3123,38.51,protein_coding
ENSDARG00000069710,1,40308077,40329641,1,3624,40.21,protein_coding
ENSDARG00000101916,4,41555642,41582922,-1,3531,39.65,protein_coding
ENSDARG00000101916,4,41555642,41582922,-1,2592,39.65,protein_coding
ENSDARG00000101916,4,41555642,41582922,-1,3280,39.65,protein_coding
ENSDARG00000003693,14,7377552,7395997,1,2081,38.35,protein_coding
ENSDARG00000003693,14,7377552,7395997,1,1817,38.35,protein_coding
ENSDARG00000105353,7,6340617,6340998,-1,382,51.31,protein_coding
ENSDARG00000061357,25,34862225,34870891,1,1431,36.41,protein_coding
ENSDARG00000026972,2,38985489,38992313,-1,652,37.44,protein_coding
ENSDARG00000026972,2,38985489,38992313,-1,2353,37.44,protein_coding
ENSDARG00000087164,9,22244537,22245572,-1,831,41.51,protein_coding
ENSDARG00000043341,17,20639180,20640505,1,1326,50.38,protein_coding
ENSDARG00000075191,21,10828828,10846928,1,2263,33.80,protein_coding
ENSDARG00000093660,20,32655858,32752457,-1,428,37.27,protein_coding
ENSDARG00000093660,20,32655858,32752457,-1,1256,37.27,protein_coding
ENSDARG00000093660,20,32655858,32752457,-1,538,37.27,protein_coding
ENSDARG00000075164,3,31662126,31699298,1,3153,34.83,protein_coding
ENSDARG00000075164,3,31662126,31699298,1,268,34.83,protein_coding
ENSDARG00000074686,13,11988464,12006007,-1,5093,37.15,protein_coding
ENSDARG00000074686,13,11988464,12006007,-1,4938,37.15,protein_coding
ENSDARG00000094335,11,11407892,11409744,1,1037,45.76,protein_coding
ENSDARG00000094335,11,11407892,11409744,1,429,45.76,protein_coding
ENSDARG00000063385,1,260039,296057,1,942,37.08,protein_coding
ENSDARG00000063385,1,260039,296057,1,514,37.08,protein_coding
ENSDARG00000063385,1,260039,296057,1,1481,37.08,protein_coding
ENSDARG00000063385,1,260039,296057,1,509,37.08,protein_coding
ENSDARG00000063385,1,260039,296057,1,8469,37.08,protein_coding
ENSDARG00000079388,23,23485858,23914687,1,6239,36.82,protein_coding
ENSDARG00000079388,23,23485858,23914687,1,8434,36.82,protein_coding
ENSDARG00000055192,2,32780138,32790887,1,1579,37.66,protein_coding
ENSDARG00000099387,6,19294852,19305589,-1,1403,36.15,protein_coding
ENSDARG00000105473,7,6066772,6100716,-1,2990,35.94,protein_coding
ENSDARG00000105473,7,6066772,6100716,-1,1506,35.94,protein_coding
ENSDARG00000020890,16,29650698,29684858,1,2087,33.81,protein_coding
ENSDARG00000020890,16,29650698,29684858,1,1717,33.81,protein_coding
ENSDARG00000099514,7,5906327,5906995,1,669,46.49,protein_coding
ENSDARG00000094426,23,21455152,21461134,1,1694,37.17,protein_coding
ENSDARG00000094426,23,21455152,21461134,1,1737,37.17,protein_coding
ENSDARG00000094426,23,21455152,21461134,1,1804,37.17,protein_coding
ENSDARG00000094426,23,21455152,21461134,1,1799,37.17,protein_coding
ENSDARG00000074818,7,6480212,6521757,1,3426,37.00,protein_coding
ENSDARG00000013615,8,33895773,34065573,-1,1354,36.79,protein_coding
ENSDARG00000013615,8,33895773,34065573,-1,3237,36.79,protein_coding
ENSDARG00000013615,8,33895773,34065573,-1,3319,36.79,protein_coding
ENSDARG00000013615,8,33895773,34065573,-1,3315,36.79,protein_coding
ENSDARG00000013615,8,33895773,34065573,-1,1524,36.79,protein_coding
ENSDARG00000013615,8,33895773,34065573,-1,3032,36.79,protein_coding
ENSDARG00000026655,6,40578219,40583253,-1,511,34.20,protein_coding
ENSDARG00000026655,6,40578219,40583253,-1,934,34.20,protein_coding
ENSDARG00000096037,4,5249494,5253973,1,859,39.11,protein_coding
ENSDARG00000031929,14,33270387,33278084,-1,1206,36.76,protein_coding
ENSDARG00000031929,14,33270387,33278084,-1,2081,36.76,protein_coding
ENSDARG00000009822,23,21462021,21463788,-1,1673,38.80,protein_coding
ENSDARG00000089490,19,42142381,42218821,1,1544,35.00,protein_coding
ENSDARG00000095062,16,22555855,22585289,-1,808,35.00,protein_coding
ENSDARG00000038672,21,45267589,45337118,1,1580,38.73,protein_coding
ENSDARG00000038672,21,45267589,45337118,1,1643,38.73,protein_coding
ENSDARG00000038672,21,45267589,45337118,1,803,38.73,protein_coding
ENSDARG00000038672,21,45267589,45337118,1,767,38.73,protein_coding
ENSDARG00000038672,21,45267589,45337118,1,924,38.73,protein_coding
ENSDARG00000038672,21,45267589,45337118,1,1634,38.73,protein_coding
ENSDARG00000038672,21,45267589,45337118,1,792,38.73,protein_coding
ENSDARG00000038672,21,45267589,45337118,1,939,38.73,protein_coding
ENSDARG00000038672,21,45267589,45337118,1,1327,38.73,protein_coding
ENSDARG00000071386,22,19486711,19491728,1,461,33.78,protein_coding
ENSDARG00000071386,22,19486711,19491728,1,765,33.78,protein_coding
ENSDARG00000071386,22,19486711,19491728,1,350,33.78,protein_coding
ENSDARG00000086056,16,17007089,17056630,-1,3643,37.53,protein_coding
ENSDARG00000068217,8,44211374,44224198,-1,1499,34.16,protein_coding
ENSDARG00000068217,8,44211374,44224198,-1,858,34.16,protein_coding
ENSDARG00000068217,8,44211374,44224198,-1,900,34.16,protein_coding
ENSDARG00000071044,23,16774589,16788230,1,1412,36.70,protein_coding
ENSDARG00000094850,10,15024772,15031420,1,959,33.45,protein_coding
ENSDARG00000094850,10,15024772,15031420,1,1011,33.45,protein_coding
ENSDARG00000094850,10,15024772,15031420,1,1079,33.45,protein_coding
ENSDARG00000087048,16,32729223,32734765,1,826,32.62,protein_coding
ENSDARG00000029729,9,31075896,31259145,1,1519,36.66,protein_coding
ENSDARG00000029729,9,31075896,31259145,1,586,36.66,protein_coding
ENSDARG00000029729,9,31075896,31259145,1,1880,36.66,protein_coding
ENSDARG00000052728,7,30532636,30560450,-1,9342,37.90,protein_coding
ENSDARG00000052728,7,30532636,30560450,-1,805,37.90,protein_coding
ENSDARG00000052728,7,30532636,30560450,-1,2002,37.90,protein_coding
ENSDARG00000052728,7,30532636,30560450,-1,449,37.90,protein_coding
ENSDARG00000062009,9,31089649,31090593,-1,945,49.10,protein_coding
ENSDARG00000061752,19,31593453,31707892,-1,3738,36.54,protein_coding
ENSDARG00000061752,19,31593453,31707892,-1,3319,36.54,protein_coding
ENSDARG00000105355,7,6457759,6458222,-1,464,48.71,protein_coding
ENSDARG00000074583,17,25955003,26365082,1,924,36.00,protein_coding
ENSDARG00000074583,17,25955003,26365082,1,5871,36.00,protein_coding
ENSDARG00000074583,17,25955003,26365082,1,4469,36.00,protein_coding
ENSDARG00000013528,20,41801913,41839744,1,4126,35.58,protein_coding
ENSDARG00000044980,19,29861859,29887629,-1,1973,35.66,protein_coding
ENSDARG00000090564,23,216012,249100,1,234,42.16,protein_coding
ENSDARG00000090564,23,216012,249100,1,2058,42.16,protein_coding
ENSDARG00000090564,23,216012,249100,1,1833,42.16,protein_coding
ENSDARG00000090564,23,216012,249100,1,2190,42.16,protein_coding
ENSDARG00000090564,23,216012,249100,1,2082,42.16,protein_coding
ENSDARG00000039843,4,3455146,3475397,1,2899,36.51,protein_coding
ENSDARG00000039843,4,3455146,3475397,1,2695,36.51,protein_coding
ENSDARG00000101055,3,7920211,7940635,-1,876,52.49,protein_coding
ENSDARG00000101055,3,7920211,7940635,-1,1462,52.49,protein_coding
ENSDARG00000032617,14,17442913,17563773,-1,3132,36.16,protein_coding
ENSDARG00000052856,13,45009957,45022527,-1,1541,35.77,protein_coding
ENSDARG00000052856,13,45009957,45022527,-1,2070,35.77,protein_coding
ENSDARG00000052856,13,45009957,45022527,-1,1483,35.77,protein_coding
ENSDARG00000052856,13,45009957,45022527,-1,1604,35.77,protein_coding
ENSDARG00000093402,22,9632831,9736050,-1,968,35.09,protein_coding
ENSDARG00000093402,22,9632831,9736050,-1,4452,35.09,protein_coding
ENSDARG00000093402,22,9632831,9736050,-1,4088,35.09,protein_coding
ENSDARG00000093402,22,9632831,9736050,-1,2315,35.09,protein_coding
ENSDARG00000093402,22,9632831,9736050,-1,1467,35.09,protein_coding
ENSDARG00000093402,22,9632831,9736050,-1,1309,35.09,protein_coding
ENSDARG00000093402,22,9632831,9736050,-1,4144,35.09,protein_coding
ENSDARG00000093402,22,9632831,9736050,-1,520,35.09,protein_coding
ENSDARG00000093402,22,9632831,9736050,-1,8110,35.09,protein_coding
ENSDARG00000093402,22,9632831,9736050,-1,3846,35.09,protein_coding
ENSDARG00000028740,14,9287683,9336601,1,2044,38.84,protein_coding
ENSDARG00000062785,17,11445671,11466700,-1,4145,35.29,protein_coding
ENSDARG00000093403,5,63340637,63353746,1,1811,36.77,protein_coding
ENSDARG00000110946,4,50701550,50722304,-1,1160,37.00,protein_coding
ENSDARG00000099966,12,22560067,22573297,1,8182,41.77,protein_coding
ENSDARG00000003193,7,49654588,49692001,1,2919,33.89,protein_coding
ENSDARG00000003193,7,49654588,49692001,1,1711,33.89,protein_coding
ENSDARG00000003193,7,49654588,49692001,1,856,33.89,protein_coding
ENSDARG00000003193,7,49654588,49692001,1,4078,33.89,protein_coding
ENSDARG00000003193,7,49654588,49692001,1,948,33.89,protein_coding
ENSDARG00000003193,7,49654588,49692001,1,408,33.89,protein_coding
ENSDARG00000106667,4,50572302,50573195,1,275,31.77,protein_coding
ENSDARG00000106667,4,50572302,50573195,1,263,31.77,protein_coding
ENSDARG00000101619,23,39744369,39751234,-1,937,35.83,protein_coding
ENSDARG00000102452,16,48282321,48400639,-1,1220,35.86,protein_coding
ENSDARG00000073914,10,10636237,10700769,1,1363,37.26,protein_coding
ENSDARG00000073914,10,10636237,10700769,1,1112,37.26,protein_coding
ENSDARG00000090664,3,31606781,31619463,-1,609,34.20,protein_coding
ENSDARG00000090664,3,31606781,31619463,-1,3868,34.20,protein_coding
ENSDARG00000002060,10,41279007,41302909,-1,1549,36.11,protein_coding
ENSDARG00000002060,10,41279007,41302909,-1,2275,36.11,protein_coding
ENSDARG00000002060,10,41279007,41302909,-1,1224,36.11,protein_coding
ENSDARG00000022978,25,3294150,3302666,1,2143,33.83,protein_coding
ENSDARG00000037679,1,10683843,10696603,1,905,35.14,protein_coding
ENSDARG00000052277,14,46223458,46301887,1,648,33.99,protein_coding
ENSDARG00000052277,14,46223458,46301887,1,917,33.99,protein_coding
ENSDARG00000052277,14,46223458,46301887,1,2724,33.99,protein_coding
ENSDARG00000052277,14,46223458,46301887,1,1460,33.99,protein_coding
ENSDARG00000052277,14,46223458,46301887,1,889,33.99,protein_coding
ENSDARG00000095969,23,44157682,44180795,1,1983,40.24,protein_coding
ENSDARG00000095969,23,44157682,44180795,1,1446,40.24,protein_coding
ENSDARG00000034056,8,20495889,20559955,1,2970,35.28,protein_coding
ENSDARG00000034056,8,20495889,20559955,1,785,35.28,protein_coding
ENSDARG00000034056,8,20495889,20559955,1,1686,35.28,protein_coding
ENSDARG00000074677,1,35614089,35653560,-1,9804,37.71,protein_coding
ENSDARG00000041462,8,48673596,48675775,-1,754,38.62,protein_coding
ENSDARG00000041462,8,48673596,48675775,-1,592,38.62,protein_coding
ENSDARG00000041462,8,48673596,48675775,-1,852,38.62,protein_coding
ENSDARG00000041462,8,48673596,48675775,-1,228,38.62,protein_coding
ENSDARG00000051814,25,28340171,28443607,-1,2409,36.60,protein_coding
ENSDARG00000051814,25,28340171,28443607,-1,6132,36.60,protein_coding
ENSDARG00000059391,24,3307857,3326369,1,1727,37.26,protein_coding
ENSDARG00000104274,19,13420884,13426991,1,3067,37.62,protein_coding
ENSDARG00000096570,1,57235896,57238464,1,888,39.16,protein_coding
ENSDARG00000096509,1,57187794,57195815,1,754,38.06,protein_coding
ENSDARG00000094403,13,9165861,9184178,-1,1323,35.25,protein_coding
ENSDARG00000094403,13,9165861,9184178,-1,1200,35.25,protein_coding
ENSDARG00000094403,13,9165861,9184178,-1,1187,35.25,protein_coding
ENSDARG00000058746,21,11865972,11884517,1,4989,38.63,protein_coding
ENSDARG00000098143,4,31293362,31295322,1,1136,35.95,protein_coding
ENSDARG00000015128,3,29893966,29899230,-1,682,36.33,protein_coding
ENSDARG00000015128,3,29893966,29899230,-1,487,36.33,protein_coding
ENSDARG00000075580,5,37132016,37252111,-1,932,37.02,protein_coding
ENSDARG00000075580,5,37132016,37252111,-1,643,37.02,protein_coding
ENSDARG00000075580,5,37132016,37252111,-1,1842,37.02,protein_coding
ENSDARG00000075580,5,37132016,37252111,-1,1713,37.02,protein_coding
ENSDARG00000076227,10,5268054,5407509,1,3990,36.31,protein_coding
ENSDARG00000030514,1,17537451,17587552,-1,4370,35.53,protein_coding
ENSDARG00000030514,1,17537451,17587552,-1,2925,35.53,protein_coding
ENSDARG00000030514,1,17537451,17587552,-1,708,35.53,protein_coding
ENSDARG00000063229,17,23964132,23988404,1,5404,37.56,protein_coding
ENSDARG00000063229,17,23964132,23988404,1,556,37.56,protein_coding
ENSDARG00000063229,17,23964132,23988404,1,7067,37.56,protein_coding
ENSDARG00000053381,10,8265972,8295342,-1,926,37.61,protein_coding
ENSDARG00000053381,10,8265972,8295342,-1,846,37.61,protein_coding
ENSDARG00000053381,10,8265972,8295342,-1,861,37.61,protein_coding
ENSDARG00000053381,10,8265972,8295342,-1,1577,37.61,protein_coding
ENSDARG00000068122,5,29752604,29780761,-1,1042,36.22,protein_coding
ENSDARG00000068122,5,29752604,29780761,-1,1064,36.22,protein_coding
ENSDARG00000096671,1,57132140,57236167,1,909,37.20,protein_coding
ENSDARG00000096671,1,57132140,57236167,1,918,37.20,protein_coding
ENSDARG00000092596,4,41471349,41478148,1,701,39.35,protein_coding
ENSDARG00000078817,8,668184,705660,1,1050,39.33,protein_coding
ENSDARG00000078817,8,668184,705660,1,1037,39.33,protein_coding
ENSDARG00000005980,21,15125497,15282452,-1,1206,35.00,protein_coding
ENSDARG00000005980,21,15125497,15282452,-1,3660,35.00,protein_coding
ENSDARG00000098171,15,14203675,14212777,-1,6094,39.26,protein_coding
ENSDARG00000098171,15,14203675,14212777,-1,6138,39.26,protein_coding
ENSDARG00000037860,16,12504929,12512593,-1,550,37.70,protein_coding
ENSDARG00000037860,16,12504929,12512593,-1,553,37.70,protein_coding
ENSDARG00000096650,1,57198387,57202346,1,746,35.78,protein_coding
ENSDARG00000036458,10,41252525,41260567,1,1063,40.35,protein_coding
ENSDARG00000068432,7,44713135,44717498,1,1581,42.46,protein_coding
ENSDARG00000068432,7,44713135,44717498,1,2417,42.46,protein_coding
ENSDARG00000109922,13,9184801,9187991,1,1520,40.46,protein_coding
ENSDARG00000109922,13,9184801,9187991,1,1549,40.46,protein_coding
ENSDARG00000096481,4,41311345,41313146,1,692,32.96,protein_coding
ENSDARG00000056659,17,22032296,22067451,-1,2016,35.47,protein_coding
ENSDARG00000056659,17,22032296,22067451,-1,824,35.47,protein_coding
ENSDARG00000056659,17,22032296,22067451,-1,4811,35.47,protein_coding
ENSDARG00000111017,13,9016867,9020059,1,1642,40.53,protein_coding
ENSDARG00000079312,24,7336411,7549610,1,2743,37.12,protein_coding
ENSDARG00000079312,24,7336411,7549610,1,17032,37.12,protein_coding
ENSDARG00000079312,24,7336411,7549610,1,1239,37.12,protein_coding
ENSDARG00000079312,24,7336411,7549610,1,11180,37.12,protein_coding
ENSDARG00000079312,24,7336411,7549610,1,11078,37.12,protein_coding
ENSDARG00000079312,24,7336411,7549610,1,610,37.12,protein_coding
ENSDARG00000116869,13,9071364,9074548,1,1642,40.09,protein_coding
ENSDARG00000009534,2,10342177,10386738,-1,2545,37.60,protein_coding
ENSDARG00000054332,7,28423996,28463106,-1,4605,37.12,protein_coding
ENSDARG00000101180,14,94603,102022,1,1827,52.92,protein_coding
ENSDARG00000101180,14,94603,102022,1,1193,52.92,protein_coding
ENSDARG00000101180,14,94603,102022,1,651,52.92,protein_coding
ENSDARG00000101180,14,94603,102022,1,392,52.92,protein_coding
ENSDARG00000101180,14,94603,102022,1,441,52.92,protein_coding
ENSDARG00000010078,1,53919110,53941906,1,3659,36.07,protein_coding
ENSDARG00000036171,14,38654300,38656463,1,930,37.99,protein_coding
ENSDARG00000036171,14,38654300,38656463,1,1837,37.99,protein_coding
ENSDARG00000094343,22,2793382,2795451,1,625,37.78,protein_coding
ENSDARG00000004713,7,57629370,57637779,-1,872,33.94,protein_coding
ENSDARG00000074064,2,38924975,38977298,1,1569,38.30,protein_coding
ENSDARG00000080021,11,34522554,34537304,1,1017,37.27,protein_coding
ENSDARG00000080021,11,34522554,34537304,1,1270,37.27,protein_coding
ENSDARG00000101677,18,50627085,50635419,1,2651,43.19,protein_coding
ENSDARG00000061525,13,24781188,24826607,-1,4615,36.09,protein_coding
ENSDARG00000061525,13,24781188,24826607,-1,4982,36.09,protein_coding
ENSDARG00000061525,13,24781188,24826607,-1,362,36.09,protein_coding
ENSDARG00000061525,13,24781188,24826607,-1,4372,36.09,protein_coding
ENSDARG00000058649,19,8582685,8604429,-1,2220,38.66,protein_coding
ENSDARG00000058649,19,8582685,8604429,-1,2768,38.66,protein_coding
ENSDARG00000026335,17,45529453,45552631,-1,2815,35.33,protein_coding
ENSDARG00000026335,17,45529453,45552631,-1,856,35.33,protein_coding
ENSDARG00000007245,3,21018053,21037840,-1,1776,36.76,protein_coding
ENSDARG00000012827,7,21876548,21887104,-1,1997,33.95,protein_coding
ENSDARG00000093562,22,2801464,2806799,1,899,38.68,protein_coding
ENSDARG00000020332,17,38255105,38256390,1,1166,41.06,protein_coding
ENSDARG00000094043,5,63322093,63340340,1,1164,37.22,protein_coding
ENSDARG00000094043,5,63322093,63340340,1,3633,37.22,protein_coding
ENSDARG00000095724,8,23190986,23194408,-1,3423,36.90,protein_coding
ENSDARG00000022315,5,57320113,57325557,1,1069,32.95,protein_coding
ENSDARG00000036135,7,34296789,34315291,1,2196,37.44,protein_coding
ENSDARG00000036135,7,34296789,34315291,1,351,37.44,protein_coding
ENSDARG00000036135,7,34296789,34315291,1,2612,37.44,protein_coding
ENSDARG00000036135,7,34296789,34315291,1,781,37.44,protein_coding
ENSDARG00000036135,7,34296789,34315291,1,1445,37.44,protein_coding
ENSDARG00000094003,9,18716485,18721416,1,730,38.08,protein_coding
ENSDARG00000098036,24,10397865,10406797,1,1746,36.38,protein_coding
ENSDARG00000041560,18,17493859,17507010,1,1307,36.64,protein_coding
ENSDARG00000080006,7,65103874,65120746,-1,2289,36.58,protein_coding
ENSDARG00000080006,7,65103874,65120746,-1,1991,36.58,protein_coding
ENSDARG00000080006,7,65103874,65120746,-1,1764,36.58,protein_coding
ENSDARG00000092027,22,2778600,2782477,1,672,38.53,protein_coding
ENSDARG00000001873,9,48185936,48214216,-1,2374,36.65,protein_coding
ENSDARG00000114349,22,2685883,2870110,1,846,39.67,protein_coding
ENSDARG00000114349,22,2685883,2870110,1,668,39.67,protein_coding
ENSDARG00000095397,22,2504524,2505296,1,493,40.62,protein_coding
ENSDARG00000056765,8,21366771,21372485,-1,936,35.54,protein_coding
