Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Transcript length (including UTRs and CDS),Gene % GC content,Gene type
ENSMUSG00000031545,8,23661281,23698362,-1,5518,45.71,protein_coding
ENSMUSG00000031545,8,23661281,23698362,-1,794,45.71,protein_coding
ENSMUSG00000022014,14,78141679,78240097,1,1870,41.49,protein_coding
ENSMUSG00000022014,14,78141679,78240097,1,1178,41.49,protein_coding
ENSMUSG00000022014,14,78141679,78240097,1,1175,41.49,protein_coding
ENSMUSG00000056487,15,100251081,100259721,1,1800,44.47,protein_coding
ENSMUSG00000043943,9,18233247,18314291,-1,4066,37.61,protein_coding
ENSMUSG00000043943,9,18233247,18314291,-1,2799,37.61,protein_coding
ENSMUSG00000043943,9,18233247,18314291,-1,2831,37.61,protein_coding
ENSMUSG00000043943,9,18233247,18314291,-1,755,37.61,protein_coding
ENSMUSG00000043943,9,18233247,18314291,-1,414,37.61,protein_coding
ENSMUSG00000043943,9,18233247,18314291,-1,474,37.61,protein_coding
ENSMUSG00000026253,1,87132379,87140416,1,777,53.01,protein_coding
ENSMUSG00000026253,1,87132379,87140416,1,453,53.01,protein_coding
ENSMUSG00000026253,1,87132379,87140416,1,2780,53.01,protein_coding
ENSMUSG00000026253,1,87132379,87140416,1,729,53.01,protein_coding
ENSMUSG00000093550,15,100262423,100281845,1,507,46.84,protein_coding
ENSMUSG00000093550,15,100262423,100281845,1,555,46.84,protein_coding
ENSMUSG00000040856,12,109418749,109429262,1,4653,53.54,protein_coding
ENSMUSG00000040856,12,109418749,109429262,1,1703,53.54,protein_coding
ENSMUSG00000040856,12,109418749,109429262,1,1129,53.54,protein_coding
ENSMUSG00000040856,12,109418749,109429262,1,1300,53.54,protein_coding
ENSMUSG00000040856,12,109418749,109429262,1,4106,53.54,protein_coding
ENSMUSG00000040856,12,109418749,109429262,1,3914,53.54,protein_coding
ENSMUSG00000040856,12,109418749,109429262,1,879,53.54,protein_coding
ENSMUSG00000040856,12,109418749,109429262,1,1283,53.54,protein_coding
ENSMUSG00000040856,12,109418749,109429262,1,483,53.54,protein_coding
ENSMUSG00000074486,3,88285043,88286006,-1,471,54.77,protein_coding
ENSMUSG00000034022,15,76480003,76491791,-1,4518,53.70,protein_coding
ENSMUSG00000034022,15,76480003,76491791,-1,4410,53.70,protein_coding
ENSMUSG00000034022,15,76480003,76491791,-1,439,53.70,protein_coding
ENSMUSG00000040489,11,45871137,45908821,1,2997,40.24,protein_coding
ENSMUSG00000024749,19,20760822,20931566,-1,2432,39.42,protein_coding
ENSMUSG00000024749,19,20760822,20931566,-1,4073,39.42,protein_coding
ENSMUSG00000001524,17,35978622,35984631,-1,1679,52.46,protein_coding
ENSMUSG00000001524,17,35978622,35984631,-1,1569,52.46,protein_coding
ENSMUSG00000001524,17,35978622,35984631,-1,660,52.46,protein_coding
ENSMUSG00000001524,17,35978622,35984631,-1,367,52.46,protein_coding
ENSMUSG00000001524,17,35978622,35984631,-1,331,52.46,protein_coding
ENSMUSG00000069899,11,45942181,45943148,-1,958,44.73,protein_coding
ENSMUSG00000049482,8,123202882,123210877,1,3066,58.02,protein_coding
ENSMUSG00000049482,8,123202882,123210877,1,350,58.02,protein_coding
ENSMUSG00000049482,8,123202882,123210877,1,755,58.02,protein_coding
ENSMUSG00000049482,8,123202882,123210877,1,438,58.02,protein_coding
ENSMUSG00000049482,8,123202882,123210877,1,244,58.02,protein_coding
ENSMUSG00000074483,3,88290808,88291771,-1,440,53.84,protein_coding
ENSMUSG00000000876,2,154427678,154445628,-1,2789,47.38,protein_coding
ENSMUSG00000000876,2,154427678,154445628,-1,560,47.38,protein_coding
ENSMUSG00000004233,3,99048384,99146502,1,4410,42.31,protein_coding
ENSMUSG00000004233,3,99048384,99146502,1,403,42.31,protein_coding
ENSMUSG00000000248,6,128911344,128961670,1,2463,41.63,protein_coding
ENSMUSG00000000248,6,128911344,128961670,1,967,41.63,protein_coding
ENSMUSG00000000248,6,128911344,128961670,1,2404,41.63,protein_coding
ENSMUSG00000000248,6,128911344,128961670,1,893,41.63,protein_coding
ENSMUSG00000000248,6,128911344,128961670,1,729,41.63,protein_coding
ENSMUSG00000028708,4,115696395,115736447,1,2543,47.32,protein_coding
ENSMUSG00000028708,4,115696395,115736447,1,366,47.32,protein_coding
ENSMUSG00000028708,4,115696395,115736447,1,659,47.32,protein_coding
ENSMUSG00000028708,4,115696395,115736447,1,679,47.32,protein_coding
ENSMUSG00000028708,4,115696395,115736447,1,415,47.32,protein_coding
ENSMUSG00000028708,4,115696395,115736447,1,2552,47.32,protein_coding
ENSMUSG00000001036,11,61408075,61470513,-1,4287,45.69,protein_coding
ENSMUSG00000001036,11,61408075,61470513,-1,4458,45.69,protein_coding
ENSMUSG00000001036,11,61408075,61470513,-1,4243,45.69,protein_coding
ENSMUSG00000001036,11,61408075,61470513,-1,4207,45.69,protein_coding
ENSMUSG00000001036,11,61408075,61470513,-1,821,45.69,protein_coding
ENSMUSG00000001036,11,61408075,61470513,-1,445,45.69,protein_coding
ENSMUSG00000001036,11,61408075,61470513,-1,606,45.69,protein_coding
ENSMUSG00000001036,11,61408075,61470513,-1,490,45.69,protein_coding
ENSMUSG00000001036,11,61408075,61470513,-1,4452,45.69,protein_coding
ENSMUSG00000001036,11,61408075,61470513,-1,4317,45.69,protein_coding
ENSMUSG00000059842,2,154455217,154488741,1,3299,48.94,protein_coding
ENSMUSG00000059842,2,154455217,154488741,1,3162,48.94,protein_coding
ENSMUSG00000053617,19,47248613,47452840,-1,10454,51.30,protein_coding
ENSMUSG00000053617,19,47248613,47452840,-1,3562,51.30,protein_coding
ENSMUSG00000053617,19,47248613,47452840,-1,3437,51.30,protein_coding
ENSMUSG00000045382,1,128515936,128520030,-1,1805,48.64,protein_coding
ENSMUSG00000045382,1,128515936,128520030,-1,902,48.64,protein_coding
ENSMUSG00000019027,14,30982332,31045853,-1,12872,51.82,protein_coding
ENSMUSG00000048495,1,57427396,57446260,-1,1847,39.37,protein_coding
ENSMUSG00000048495,1,57427396,57446260,-1,766,39.37,protein_coding
ENSMUSG00000040624,10,3690364,3917303,1,7369,42.64,protein_coding
ENSMUSG00000040624,10,3690364,3917303,1,4478,42.64,protein_coding
ENSMUSG00000040624,10,3690364,3917303,1,4436,42.64,protein_coding
ENSMUSG00000040624,10,3690364,3917303,1,5405,42.64,protein_coding
ENSMUSG00000040624,10,3690364,3917303,1,7190,42.64,protein_coding
ENSMUSG00000074502,9,18315714,18324473,1,2639,39.03,protein_coding
ENSMUSG00000074502,9,18315714,18324473,1,4430,39.03,protein_coding
ENSMUSG00000074502,9,18315714,18324473,1,1649,39.03,protein_coding
ENSMUSG00000027751,3,54600228,54636187,1,2751,40.19,protein_coding
ENSMUSG00000027751,3,54600228,54636187,1,2154,40.19,protein_coding
ENSMUSG00000027751,3,54600228,54636187,1,836,40.19,protein_coding
ENSMUSG00000027751,3,54600228,54636187,1,682,40.19,protein_coding
ENSMUSG00000027751,3,54600228,54636187,1,1968,40.19,protein_coding
ENSMUSG00000027751,3,54600228,54636187,1,2112,40.19,protein_coding
ENSMUSG00000047508,9,18341950,18357612,1,2116,39.46,protein_coding
ENSMUSG00000047508,9,18341950,18357612,1,2075,39.46,protein_coding
ENSMUSG00000027288,2,120337301,120394324,-1,9085,42.82,protein_coding
ENSMUSG00000027288,2,120337301,120394324,-1,6391,42.82,protein_coding
ENSMUSG00000027288,2,120337301,120394324,-1,794,42.82,protein_coding
ENSMUSG00000027288,2,120337301,120394324,-1,641,42.82,protein_coding
ENSMUSG00000027288,2,120337301,120394324,-1,505,42.82,protein_coding
ENSMUSG00000032407,9,95338951,95394049,-1,7630,37.66,protein_coding
ENSMUSG00000032407,9,95338951,95394049,-1,3520,37.66,protein_coding
ENSMUSG00000032407,9,95338951,95394049,-1,3111,37.66,protein_coding
ENSMUSG00000032407,9,95338951,95394049,-1,612,37.66,protein_coding
ENSMUSG00000032407,9,95338951,95394049,-1,231,37.66,protein_coding
ENSMUSG00000089728,6,128991075,128997490,1,657,40.90,protein_coding
ENSMUSG00000030154,6,129022864,129034427,1,1701,39.16,protein_coding
ENSMUSG00000030154,6,129022864,129034427,1,354,39.16,protein_coding
ENSMUSG00000008090,5,108840248,108854790,1,406,55.70,protein_coding
ENSMUSG00000008090,5,108840248,108854790,1,438,55.70,protein_coding
ENSMUSG00000008090,5,108840248,108854790,1,2318,55.70,protein_coding
ENSMUSG00000008090,5,108840248,108854790,1,2329,55.70,protein_coding
ENSMUSG00000031546,8,23716632,23727675,-1,1349,47.19,protein_coding
ENSMUSG00000003974,5,9535541,9775170,-1,3049,38.58,protein_coding
ENSMUSG00000024750,19,21249642,21264204,1,7385,38.75,protein_coding
ENSMUSG00000024750,19,21249642,21264204,1,2467,38.75,protein_coding
ENSMUSG00000002342,8,70625006,70636331,1,3018,51.57,protein_coding
ENSMUSG00000002342,8,70625006,70636331,1,2080,51.57,protein_coding
ENSMUSG00000002342,8,70625006,70636331,1,399,51.57,protein_coding
ENSMUSG00000002342,8,70625006,70636331,1,2093,51.57,protein_coding
ENSMUSG00000025971,1,57445487,57457112,1,3540,40.83,protein_coding
ENSMUSG00000003476,6,55067034,55110001,-1,2695,51.29,protein_coding
ENSMUSG00000003476,6,55067034,55110001,-1,2041,51.29,protein_coding
ENSMUSG00000003476,6,55067034,55110001,-1,1440,51.29,protein_coding
ENSMUSG00000003476,6,55067034,55110001,-1,1443,51.29,protein_coding
ENSMUSG00000003476,6,55067034,55110001,-1,1263,51.29,protein_coding
ENSMUSG00000096255,17,6697511,6703695,1,771,46.84,protein_coding
ENSMUSG00000035521,17,25452305,25459098,-1,2249,48.34,protein_coding
ENSMUSG00000035521,17,25452305,25459098,-1,1234,48.34,protein_coding
ENSMUSG00000069355,5,10292008,10296493,-1,824,44.78,protein_coding
ENSMUSG00000069355,5,10292008,10296493,-1,417,44.78,protein_coding
ENSMUSG00000042694,19,47489472,47525946,-1,1992,48.44,protein_coding
ENSMUSG00000042694,19,47489472,47525946,-1,1618,48.44,protein_coding
ENSMUSG00000042694,19,47489472,47525946,-1,748,48.44,protein_coding
ENSMUSG00000042694,19,47489472,47525946,-1,690,48.44,protein_coding
ENSMUSG00000045655,14,78318461,78326447,-1,2241,41.18,protein_coding
ENSMUSG00000045655,14,78318461,78326447,-1,1447,41.18,protein_coding
ENSMUSG00000055385,5,108877156,108922848,-1,853,42.02,protein_coding
ENSMUSG00000055385,5,108877156,108922848,-1,924,42.02,protein_coding
ENSMUSG00000055385,5,108877156,108922848,-1,899,42.02,protein_coding
ENSMUSG00000055385,5,108877156,108922848,-1,773,42.02,protein_coding
ENSMUSG00000055385,5,108877156,108922848,-1,288,42.02,protein_coding
ENSMUSG00000042581,1,129201039,130147015,1,6213,39.02,protein_coding
ENSMUSG00000042581,1,129201039,130147015,1,3895,39.02,protein_coding
ENSMUSG00000042581,1,129201039,130147015,1,1484,39.02,protein_coding
ENSMUSG00000073774,4,115741597,115746723,1,951,51.16,protein_coding
ENSMUSG00000079578,X,66726506,66737168,-1,782,38.31,protein_coding
ENSMUSG00000023030,15,100285779,100322953,-1,3025,49.17,protein_coding
ENSMUSG00000023030,15,100285779,100322953,-1,4415,49.17,protein_coding
ENSMUSG00000023030,15,100285779,100322953,-1,718,49.17,protein_coding
ENSMUSG00000023030,15,100285779,100322953,-1,709,49.17,protein_coding
ENSMUSG00000023030,15,100285779,100322953,-1,389,49.17,protein_coding
ENSMUSG00000023030,15,100285779,100322953,-1,387,49.17,protein_coding
ENSMUSG00000031158,X,7765596,7774590,1,2381,48.43,protein_coding
ENSMUSG00000031158,X,7765596,7774590,1,438,48.43,protein_coding
ENSMUSG00000022015,14,78514885,78545483,-1,2236,44.84,protein_coding
ENSMUSG00000015126,17,25459144,25461772,1,1192,54.89,protein_coding
ENSMUSG00000038467,2,154493625,154536705,1,1616,46.83,protein_coding
ENSMUSG00000012117,4,133696339,133728229,-1,3219,46.25,protein_coding
ENSMUSG00000012117,4,133696339,133728229,-1,2038,46.25,protein_coding
ENSMUSG00000012117,4,133696339,133728229,-1,3133,46.25,protein_coding
ENSMUSG00000012117,4,133696339,133728229,-1,1015,46.25,protein_coding
ENSMUSG00000012117,4,133696339,133728229,-1,890,46.25,protein_coding
ENSMUSG00000012117,4,133696339,133728229,-1,998,46.25,protein_coding
ENSMUSG00000012117,4,133696339,133728229,-1,603,46.25,protein_coding
ENSMUSG00000058624,19,21368671,21450809,-1,5428,41.22,protein_coding
ENSMUSG00000058624,19,21368671,21450809,-1,3475,41.22,protein_coding
ENSMUSG00000058624,19,21368671,21450809,-1,2450,41.22,protein_coding
ENSMUSG00000004821,5,108925101,108943229,-1,763,38.67,protein_coding
ENSMUSG00000004562,14,52222176,52243708,1,5621,51.09,protein_coding
ENSMUSG00000004562,14,52222176,52243708,1,4843,51.09,protein_coding
ENSMUSG00000004562,14,52222176,52243708,1,5108,51.09,protein_coding
ENSMUSG00000004562,14,52222176,52243708,1,5130,51.09,protein_coding
ENSMUSG00000004562,14,52222176,52243708,1,4756,51.09,protein_coding
ENSMUSG00000004562,14,52222176,52243708,1,393,51.09,protein_coding
ENSMUSG00000004562,14,52222176,52243708,1,827,51.09,protein_coding
ENSMUSG00000004562,14,52222176,52243708,1,638,51.09,protein_coding
ENSMUSG00000004562,14,52222176,52243708,1,608,51.09,protein_coding
ENSMUSG00000079577,X,66739304,66749956,1,782,38.36,protein_coding
ENSMUSG00000044308,2,69727590,69854357,1,8072,38.47,protein_coding
ENSMUSG00000044308,2,69727590,69854357,1,1801,38.47,protein_coding
ENSMUSG00000044308,2,69727590,69854357,1,727,38.47,protein_coding
ENSMUSG00000044308,2,69727590,69854357,1,8081,38.47,protein_coding
ENSMUSG00000036435,5,76677158,76718141,1,3371,42.15,protein_coding
ENSMUSG00000036435,5,76677158,76718141,1,3272,42.15,protein_coding
ENSMUSG00000036435,5,76677158,76718141,1,369,42.15,protein_coding
ENSMUSG00000025288,X,66963470,66965056,-1,1426,41.02,protein_coding
ENSMUSG00000000579,17,6869070,6877173,1,2589,47.56,protein_coding
ENSMUSG00000021690,13,93566609,93636316,-1,8776,40.59,protein_coding
ENSMUSG00000021690,13,93566609,93636316,-1,1843,40.59,protein_coding
ENSMUSG00000071738,X,75307910,75311344,1,1077,38.60,protein_coding
ENSMUSG00000048399,16,25105567,25241094,1,1084,40.94,protein_coding
ENSMUSG00000095677,17,6914001,6923299,-1,771,47.75,protein_coding
ENSMUSG00000038037,16,10600104,10603400,-1,2908,60.54,protein_coding
ENSMUSG00000038037,16,10600104,10603400,-1,2785,60.54,protein_coding
ENSMUSG00000073291,X,7773932,7774074,-1,117,53.85,protein_coding
ENSMUSG00000073290,X,7775781,7776166,1,360,47.41,protein_coding
ENSMUSG00000043050,16,10605800,10606524,-1,554,57.66,protein_coding
ENSMUSG00000073085,X,75436956,75441585,1,1103,39.11,protein_coding
ENSMUSG00000073085,X,75436956,75441585,1,881,39.11,protein_coding
ENSMUSG00000041831,17,6926492,7005443,1,2423,46.21,protein_coding
ENSMUSG00000041831,17,6926492,7005443,1,1504,46.21,protein_coding
ENSMUSG00000050058,16,10608369,10608778,-1,410,58.78,protein_coding
ENSMUSG00000038015,16,10609244,10613998,-1,621,47.76,protein_coding
ENSMUSG00000038015,16,10609244,10613998,-1,674,47.76,protein_coding
ENSMUSG00000079525,X,75626216,75646530,-1,1003,39.17,protein_coding
ENSMUSG00000026401,1,130316274,130350746,-1,1325,39.16,protein_coding
ENSMUSG00000026401,1,130316274,130350746,-1,986,39.16,protein_coding
ENSMUSG00000022501,16,10614190,10623703,-1,469,47.77,protein_coding
ENSMUSG00000022501,16,10614190,10623703,-1,460,47.77,protein_coding
ENSMUSG00000039278,X,7786061,7790649,1,2193,52.63,protein_coding
ENSMUSG00000035171,19,21558566,21630340,-1,599,42.03,protein_coding
ENSMUSG00000035171,19,21558566,21630340,-1,1614,42.03,protein_coding
ENSMUSG00000035171,19,21558566,21630340,-1,962,42.03,protein_coding
ENSMUSG00000035171,19,21558566,21630340,-1,629,42.03,protein_coding
ENSMUSG00000074768,13,93753183,93774469,-1,2490,44.64,protein_coding
ENSMUSG00000017801,11,100978103,100983033,1,1826,50.70,protein_coding
ENSMUSG00000017801,11,100978103,100983033,1,1736,50.70,protein_coding
ENSMUSG00000017801,11,100978103,100983033,1,1965,50.70,protein_coding
ENSMUSG00000017801,11,100978103,100983033,1,403,50.70,protein_coding
ENSMUSG00000020109,10,59715378,59735124,1,3070,52.15,protein_coding
ENSMUSG00000020109,10,59715378,59735124,1,3041,52.15,protein_coding
ENSMUSG00000020109,10,59715378,59735124,1,1495,52.15,protein_coding
ENSMUSG00000020109,10,59715378,59735124,1,2238,52.15,protein_coding
ENSMUSG00000079740,16,10630779,10630858,1,63,47.50,protein_coding
ENSMUSG00000037991,16,10652923,10710830,1,3742,50.97,protein_coding
ENSMUSG00000031160,X,7790515,7794846,-1,1077,49.45,protein_coding
ENSMUSG00000025246,X,76554619,76706589,1,5234,41.09,protein_coding
ENSMUSG00000050244,13,12409908,12455170,1,193,42.88,protein_coding
ENSMUSG00000050244,13,12409908,12455170,1,6780,42.88,protein_coding
ENSMUSG00000022500,16,10777139,10884021,-1,2235,48.39,protein_coding
ENSMUSG00000022500,16,10777139,10884021,-1,763,48.39,protein_coding
ENSMUSG00000022500,16,10777139,10884021,-1,456,48.39,protein_coding
ENSMUSG00000015341,8,23731362,23747090,-1,1792,44.26,protein_coding
ENSMUSG00000015341,8,23731362,23747090,-1,1945,44.26,protein_coding
ENSMUSG00000026399,1,130366764,130390481,-1,2533,39.63,protein_coding
ENSMUSG00000026399,1,130366764,130390481,-1,1240,39.63,protein_coding
ENSMUSG00000094487,3,54620597,54621774,-1,648,32.85,protein_coding
ENSMUSG00000047368,19,21630549,21663001,1,2249,40.03,protein_coding
ENSMUSG00000047368,19,21630549,21663001,1,2259,40.03,protein_coding
ENSMUSG00000044365,3,133942245,133967922,1,5694,39.62,protein_coding
ENSMUSG00000044365,3,133942245,133967922,1,1290,39.62,protein_coding
ENSMUSG00000030155,6,129068961,129077876,-1,2099,39.29,protein_coding
ENSMUSG00000025060,19,47568117,47633685,1,7278,40.51,protein_coding
ENSMUSG00000025060,19,47568117,47633685,1,4239,40.51,protein_coding
ENSMUSG00000025060,19,47568117,47633685,1,295,40.51,protein_coding
ENSMUSG00000003477,6,55147611,55152028,-1,1077,51.24,protein_coding
ENSMUSG00000037972,16,10878809,10892849,1,847,51.56,protein_coding
ENSMUSG00000037972,16,10878809,10892849,1,2872,51.56,protein_coding
ENSMUSG00000087444,15,100320028,100326031,1,2608,51.23,protein_coding
ENSMUSG00000087444,15,100320028,100326031,1,2320,51.23,protein_coding
ENSMUSG00000028066,3,88301450,88317638,-1,795,49.05,protein_coding
ENSMUSG00000028066,3,88301450,88317638,-1,1007,49.05,protein_coding
ENSMUSG00000022498,16,10892775,10952514,-1,3095,43.25,protein_coding
ENSMUSG00000022498,16,10892775,10952514,-1,4248,43.25,protein_coding
ENSMUSG00000022498,16,10892775,10952514,-1,3523,43.25,protein_coding
ENSMUSG00000050945,18,5210029,5334807,-1,3211,39.90,protein_coding
ENSMUSG00000050945,18,5210029,5334807,-1,3112,39.90,protein_coding
ENSMUSG00000063354,15,76496583,76501584,-1,2063,55.98,protein_coding
ENSMUSG00000063354,15,76496583,76501584,-1,2750,55.98,protein_coding
ENSMUSG00000039384,1,183745499,183807833,1,724,46.16,protein_coding
ENSMUSG00000039384,1,183745499,183807833,1,2792,46.16,protein_coding
ENSMUSG00000020108,10,59785491,59787656,-1,1755,58.03,protein_coding
ENSMUSG00000042700,12,82216094,82498560,1,8215,44.03,protein_coding
ENSMUSG00000042700,12,82216094,82498560,1,5907,44.03,protein_coding
ENSMUSG00000042700,12,82216094,82498560,1,6179,44.03,protein_coding
ENSMUSG00000042700,12,82216094,82498560,1,6002,44.03,protein_coding
ENSMUSG00000042700,12,82216094,82498560,1,7488,44.03,protein_coding
ENSMUSG00000030157,6,129157578,129163497,1,1213,41.59,protein_coding
ENSMUSG00000020107,10,59823231,59838957,-1,1852,46.76,protein_coding
ENSMUSG00000020107,10,59823231,59838957,-1,1379,46.76,protein_coding
ENSMUSG00000020107,10,59823231,59838957,-1,581,46.76,protein_coding
ENSMUSG00000020107,10,59823231,59838957,-1,566,46.76,protein_coding
ENSMUSG00000020107,10,59823231,59838957,-1,847,46.76,protein_coding
ENSMUSG00000044854,1,183765227,183766498,-1,967,62.89,protein_coding
ENSMUSG00000024238,18,5591860,5775467,1,5801,40.54,protein_coding
ENSMUSG00000024238,18,5591860,5775467,1,900,40.54,protein_coding
ENSMUSG00000024238,18,5591860,5775467,1,774,40.54,protein_coding
ENSMUSG00000035725,X,76805017,76839884,-1,4146,43.21,protein_coding
ENSMUSG00000035725,X,76805017,76839884,-1,2639,43.21,protein_coding
ENSMUSG00000031548,8,23901518,23939648,1,4372,47.76,protein_coding
ENSMUSG00000027868,3,99147697,99261575,1,333,42.56,protein_coding
ENSMUSG00000027868,3,99147697,99261575,1,3566,42.56,protein_coding
ENSMUSG00000027868,3,99147697,99261575,1,653,42.56,protein_coding
ENSMUSG00000002346,8,70636990,70664955,-1,3196,50.79,protein_coding
ENSMUSG00000002346,8,70636990,70664955,-1,3081,50.79,protein_coding
ENSMUSG00000038022,6,55180368,55297207,1,2211,48.32,protein_coding
ENSMUSG00000038022,6,55180368,55297207,1,4270,48.32,protein_coding
ENSMUSG00000042554,1,130504450,130557358,-1,2042,41.09,protein_coding
ENSMUSG00000042554,1,130504450,130557358,-1,1926,41.09,protein_coding
ENSMUSG00000042554,1,130504450,130557358,-1,1835,41.09,protein_coding
ENSMUSG00000115987,15,76506287,76510286,-1,941,54.88,protein_coding
ENSMUSG00000115987,15,76506287,76510286,-1,911,54.88,protein_coding
ENSMUSG00000028172,3,134534768,134640340,1,3762,38.22,protein_coding
ENSMUSG00000044475,10,59838627,59935810,1,1450,46.37,protein_coding
ENSMUSG00000044475,10,59838627,59935810,1,1473,46.37,protein_coding
ENSMUSG00000002343,8,70672822,70687116,-1,2263,49.74,protein_coding
ENSMUSG00000002343,8,70672822,70687116,-1,547,49.74,protein_coding
ENSMUSG00000006740,18,6201002,6242174,-1,6032,38.71,protein_coding
ENSMUSG00000006740,18,6201002,6242174,-1,2006,38.71,protein_coding
ENSMUSG00000050144,3,88317805,88332446,-1,3418,50.56,protein_coding
ENSMUSG00000050144,3,88317805,88332446,-1,3429,50.56,protein_coding
ENSMUSG00000050144,3,88317805,88332446,-1,3504,50.56,protein_coding
ENSMUSG00000050144,3,88317805,88332446,-1,3577,50.56,protein_coding
ENSMUSG00000037353,15,100366904,100377045,1,2502,48.94,protein_coding
ENSMUSG00000037353,15,100366904,100377045,1,2266,48.94,protein_coding
ENSMUSG00000037353,15,100366904,100377045,1,1222,48.94,protein_coding
ENSMUSG00000042118,13,93792228,93810810,-1,2467,45.93,protein_coding
ENSMUSG00000029414,5,123887779,123959656,1,6961,44.25,protein_coding
ENSMUSG00000029414,5,123887779,123959656,1,483,44.25,protein_coding
ENSMUSG00000052397,17,7005440,7050183,-1,3164,49.01,protein_coding
ENSMUSG00000020185,10,110581300,110623245,1,2865,46.41,protein_coding
ENSMUSG00000020185,10,110581300,110623245,1,5473,46.41,protein_coding
ENSMUSG00000020185,10,110581300,110623245,1,3567,46.41,protein_coding
ENSMUSG00000020185,10,110581300,110623245,1,827,46.41,protein_coding
ENSMUSG00000000003,X,76881507,76897229,-1,902,38.23,protein_coding
ENSMUSG00000000003,X,76881507,76897229,-1,697,38.23,protein_coding
ENSMUSG00000042102,13,93810941,93889341,1,2992,43.46,protein_coding
ENSMUSG00000027867,3,99792722,100050638,1,7862,41.26,protein_coding
ENSMUSG00000074500,9,18366871,18389564,-1,1701,40.17,protein_coding
ENSMUSG00000037492,8,24126035,24646601,1,367,42.82,protein_coding
ENSMUSG00000037492,8,24126035,24646601,1,4182,42.82,protein_coding
ENSMUSG00000037492,8,24126035,24646601,1,4207,42.82,protein_coding
ENSMUSG00000037492,8,24126035,24646601,1,454,42.82,protein_coding
ENSMUSG00000039377,1,184459337,184464816,-1,2278,52.43,protein_coding
ENSMUSG00000039377,1,184459337,184464816,-1,712,52.43,protein_coding
ENSMUSG00000037965,16,10954456,10994257,-1,3825,44.29,protein_coding
ENSMUSG00000037965,16,10954456,10994257,-1,2428,44.29,protein_coding
ENSMUSG00000037965,16,10954456,10994257,-1,2067,44.29,protein_coding
ENSMUSG00000037965,16,10954456,10994257,-1,730,44.29,protein_coding
ENSMUSG00000037965,16,10954456,10994257,-1,349,44.29,protein_coding
ENSMUSG00000037965,16,10954456,10994257,-1,414,44.29,protein_coding
ENSMUSG00000004837,11,61544091,61563610,1,1662,52.85,protein_coding
ENSMUSG00000030156,6,129244288,129252399,-1,1687,37.80,protein_coding
ENSMUSG00000030156,6,129244288,129252399,-1,560,37.80,protein_coding
ENSMUSG00000011256,11,45946819,46038170,1,6383,46.39,protein_coding
ENSMUSG00000079522,X,76908364,76913639,1,800,38.21,protein_coding
ENSMUSG00000026254,1,87141636,87168210,1,1125,45.86,protein_coding
ENSMUSG00000026254,1,87141636,87168210,1,1807,45.86,protein_coding
ENSMUSG00000026254,1,87141636,87168210,1,2869,45.86,protein_coding
ENSMUSG00000026254,1,87141636,87168210,1,3394,45.86,protein_coding
ENSMUSG00000026254,1,87141636,87168210,1,3473,45.86,protein_coding
ENSMUSG00000026254,1,87141636,87168210,1,1569,45.86,protein_coding
ENSMUSG00000026254,1,87141636,87168210,1,570,45.86,protein_coding
ENSMUSG00000026254,1,87141636,87168210,1,1119,45.86,protein_coding
ENSMUSG00000023806,17,7171812,7216081,-1,2243,46.74,protein_coding
ENSMUSG00000023806,17,7171812,7216081,-1,1614,46.74,protein_coding
ENSMUSG00000079592,9,44018542,44020484,1,1259,59.55,protein_coding
ENSMUSG00000079592,9,44018542,44020484,1,1365,59.55,protein_coding
ENSMUSG00000079592,9,44018542,44020484,1,1337,59.55,protein_coding
ENSMUSG00000079592,9,44018542,44020484,1,640,59.55,protein_coding
ENSMUSG00000079592,9,44018542,44020484,1,1215,59.55,protein_coding
ENSMUSG00000079592,9,44018542,44020484,1,260,59.55,protein_coding
ENSMUSG00000079592,9,44018542,44020484,1,565,59.55,protein_coding
ENSMUSG00000079592,9,44018542,44020484,1,707,59.55,protein_coding
ENSMUSG00000044121,X,76963392,76968668,-1,798,38.17,protein_coding
ENSMUSG00000094870,13,120226723,120252425,-1,2966,41.00,protein_coding
ENSMUSG00000094870,13,120226723,120252425,-1,3109,41.00,protein_coding
ENSMUSG00000094870,13,120226723,120252425,-1,2561,41.00,protein_coding
ENSMUSG00000094870,13,120226723,120252425,-1,522,41.00,protein_coding
ENSMUSG00000094870,13,120226723,120252425,-1,1783,41.00,protein_coding
ENSMUSG00000094870,13,120226723,120252425,-1,663,41.00,protein_coding
ENSMUSG00000094870,13,120226723,120252425,-1,3067,41.00,protein_coding
ENSMUSG00000024754,19,21755706,21835724,1,6602,43.90,protein_coding
ENSMUSG00000024754,19,21755706,21835724,1,1096,43.90,protein_coding
ENSMUSG00000024754,19,21755706,21835724,1,6667,43.90,protein_coding
ENSMUSG00000067684,X,77129111,77134980,-1,757,35.62,protein_coding
ENSMUSG00000034185,4,115747862,115756424,1,1605,50.81,protein_coding
ENSMUSG00000034185,4,115747862,115756424,1,1602,50.81,protein_coding
ENSMUSG00000052031,17,7222410,7228555,-1,2312,45.80,protein_coding
ENSMUSG00000004655,6,55313417,55325540,1,2627,52.91,protein_coding
ENSMUSG00000050966,4,133730641,133746152,-1,3505,48.65,protein_coding
ENSMUSG00000050966,4,133730641,133746152,-1,394,48.65,protein_coding
